ensembl_id,gene_symbol
ENSGALG00000019751,MICAL1
ENSGALG00000019755,CD300L-S1
ENSGALG00000019756,MLANA
ENSGALG00000019757,
ENSGALG00000019759,MAPK14
ENSGALG00000019761,CHAD
ENSGALG00000019768,ACSF2
ENSGALG00000019789,EFCAB12
ENSGALG00000019793,
ENSGALG00000019794,MSTO1
ENSGALG00000019795,
ENSGALG00000019796,DAP3
ENSGALG00000019797,PTH3R
ENSGALG00000019802,PHLDA3
ENSGALG00000019804,
ENSGALG00000019805,
ENSGALG00000019806,
ENSGALG00000019824,
ENSGALG00000019831,LTB4R2
ENSGALG00000019835,TRIM41
ENSGALG00000019836,ZNF692
ENSGALG00000019837,
ENSGALG00000019839,
ENSGALG00000019842,TFAP2D
ENSGALG00000019843,GAL4
ENSGALG00000019844,GAL8
ENSGALG00000019845,GAL9
ENSGALG00000019846,GAL11
ENSGALG00000019847,GAL12
ENSGALG00000019848,GAL13
ENSGALG00000019852,
ENSGALG00000019859,
ENSGALG00000019861,
ENSGALG00000019862,
ENSGALG00000019864,
ENSGALG00000019866,PFN4
ENSGALG00000019867,C2orf44
ENSGALG00000019873,RDH14
ENSGALG00000019891,CLN8
ENSGALG00000019894,TMEM14A
ENSGALG00000019896,
ENSGALG00000019913,
ENSGALG00000019917,SPACA1
ENSGALG00000019921,NDUFAF4
ENSGALG00000019932,
ENSGALG00000019934,WISP3
ENSGALG00000019941,FAM162B
ENSGALG00000019943,
ENSGALG00000019958,
ENSGALG00000019961,C6ORF192
ENSGALG00000019967,MTFR2
ENSGALG00000019976,ADAT2
ENSGALG00000019979,DYNLT1
ENSGALG00000019987,LRP11
ENSGALG00000020002,SLC22A3
ENSGALG00000020003,MAP3K4
ENSGALG00000020005,SFT2D1
ENSGALG00000020009,C1orf131
ENSGALG00000020022,
ENSGALG00000020032,C1orf100
ENSGALG00000020033,
ENSGALG00000020049,KCNK16
ENSGALG00000020057,PIGF
ENSGALG00000020067,VASH2
ENSGALG00000020077,DNAH14
ENSGALG00000020078,H3-IX
ENSGALG00000020084,CAPN13
ENSGALG00000020092,
ENSGALG00000020103,
ENSGALG00000020108,
ENSGALG00000020109,
ENSGALG00000020139,DTHD1
ENSGALG00000020143,GABRG1
ENSGALG00000020151,NMU
ENSGALG00000020160,ADH6
ENSGALG00000020164,GAR1
ENSGALG00000020180,ALB
ENSGALG00000020182,
ENSGALG00000020185,NOA1
ENSGALG00000020186,
ENSGALG00000020193,PLAC8
ENSGALG00000020194,
ENSGALG00000020195,DMP1
ENSGALG00000020199,GPM6A
ENSGALG00000020201,CEP44
ENSGALG00000020210,CENPU
ENSGALG00000020233,
ENSGALG00000020249,RAPGEF2
ENSGALG00000020251,FNIP2
ENSGALG00000020253,MAP9
ENSGALG00000020260,PGRMC1
ENSGALG00000020261,AKAP14
ENSGALG00000020262,NKAP
ENSGALG00000020271,
ENSGALG00000020283,
ENSGALG00000020286,
ENSGALG00000020292,GABRG4
ENSGALG00000020298,
ENSGALG00000020303,
ENSGALG00000020312,
ENSGALG00000020316,IL13RA2
ENSGALG00000020320,
ENSGALG00000020322,ACRC
ENSGALG00000020323,
ENSGALG00000020326,VSIG4
ENSGALG00000020329,FAM155B
ENSGALG00000020330,IGBP1
ENSGALG00000020331,
ENSGALG00000020332,
ENSGALG00000020340,TMX1
ENSGALG00000020342,ABHD12B
ENSGALG00000020349,
ENSGALG00000020358,C14orf39
ENSGALG00000020359,SIX6
ENSGALG00000020376,
ENSGALG00000020380,
ENSGALG00000020386,BDKRB1
ENSGALG00000020388,
ENSGALG00000020389,
ENSGALG00000020390,
ENSGALG00000020391,SERPINA10
ENSGALG00000020392,PRIMA1
ENSGALG00000020402,EFCAB11
ENSGALG00000020410,TMED8
ENSGALG00000020411,
ENSGALG00000020415,IFT43
ENSGALG00000020417,ISCA2
ENSGALG00000020419,LIN52
ENSGALG00000020423,
ENSGALG00000020438,ATPBD4
ENSGALG00000020449,COX16
ENSGALG00000020454,C5H14ORF169
ENSGALG00000020458,
ENSGALG00000020459,
ENSGALG00000020463,
ENSGALG00000020471,
ENSGALG00000020479,
ENSGALG00000020482,LPXN
ENSGALG00000020485,
ENSGALG00000020486,
ENSGALG00000020488,C11orf24
ENSGALG00000020492,MUC6
ENSGALG00000020497,IFITM10
ENSGALG00000020505,KCNJ11
ENSGALG00000020510,
ENSGALG00000020513,MS4A15
ENSGALG00000020514,STX3
ENSGALG00000020515,
ENSGALG00000020522,MYRF
ENSGALG00000020523,TOPORS
ENSGALG00000020528,CZH9ORF80
ENSGALG00000020534,AK6
ENSGALG00000020538,MFSD7
ENSGALG00000020554,ADAMTSL1
ENSGALG00000020557,
ENSGALG00000020558,
ENSGALG00000020561,
ENSGALG00000020569,DIMT1
ENSGALG00000020575,ERMN
ENSGALG00000020578,
ENSGALG00000020582,SLC39A3
ENSGALG00000020590,CCDC101
ENSGALG00000020592,
ENSGALG00000020593,
ENSGALG00000020600,TCTEX1D1
ENSGALG00000020609,
ENSGALG00000020614,TM2D1
ENSGALG00000020615,STK32C
ENSGALG00000020616,
ENSGALG00000020625,
ENSGALG00000020626,C3orf55
ENSGALG00000020627,SHOX2
ENSGALG00000020647,LDLRAD1
ENSGALG00000020649,
ENSGALG00000020656,PRLHR
ENSGALG00000020661,
ENSGALG00000020676,
ENSGALG00000020679,PLEKHS1
ENSGALG00000020688,
ENSGALG00000020700,
ENSGALG00000020703,GRB14
ENSGALG00000020707,SOX2OT_exon1
ENSGALG00000020716,C1orf228
ENSGALG00000020719,
ENSGALG00000020723,NOG2
ENSGALG00000020725,VRK3
ENSGALG00000020726,PDZD7
ENSGALG00000020729,C20ORF7
ENSGALG00000020736,PHOSPHO2
ENSGALG00000020737,KLHL23
ENSGALG00000020738,
ENSGALG00000020741,HPS6
ENSGALG00000020742,PPRC1
ENSGALG00000020745,RHO
ENSGALG00000020746,EXOSC1
ENSGALG00000020747,MBD4
ENSGALG00000020753,
ENSGALG00000020754,ATP6V0E2
ENSGALG00000020755,
ENSGALG00000020768,EVX2
ENSGALG00000020772,
ENSGALG00000020775,
ENSGALG00000020778,
ENSGALG00000020779,
ENSGALG00000020781,
ENSGALG00000020788,CCDC141
ENSGALG00000020791,CLCA2
ENSGALG00000020793,UBE2E3
ENSGALG00000020794,
ENSGALG00000020796,
ENSGALG00000020805,LRRC8D
ENSGALG00000020813,CCDC50
ENSGALG00000020819,
ENSGALG00000020827,ATP13A4
ENSGALG00000020836,
ENSGALG00000020840,MSMB
ENSGALG00000020842,
ENSGALG00000020869,FAM126B
ENSGALG00000020873,
ENSGALG00000020876,AOX2P
ENSGALG00000020877,
ENSGALG00000020878,ZFP64
ENSGALG00000020879,SLC30A7
ENSGALG00000020883,
ENSGALG00000020884,
ENSGALG00000020893,C2orf47
ENSGALG00000020895,
ENSGALG00000020899,
ENSGALG00000020905,KSR2
ENSGALG00000020906,GAS2L2
ENSGALG00000020911,CLEC19A
ENSGALG00000020921,
ENSGALG00000020922,C1orf21
ENSGALG00000020923,GNRHR
ENSGALG00000020926,APOBEC4
ENSGALG00000020927,ARPC5
ENSGALG00000020929,
ENSGALG00000020939,SLC35C2
ENSGALG00000020943,AGXT
ENSGALG00000020956,SCARF2
ENSGALG00000020972,
ENSGALG00000020973,SUMO3
ENSGALG00000020975,
ENSGALG00000020976,
ENSGALG00000020982,BPIFB3
ENSGALG00000020984,FAM163A
ENSGALG00000020985,
ENSGALG00000020986,GPR35
ENSGALG00000020987,ZDHHC7
ENSGALG00000020989,PLA2G1B
ENSGALG00000020995,
ENSGALG00000020997,TYSND1
ENSGALG00000020999,DYNLL1
ENSGALG00000021002,
ENSGALG00000021004,
ENSGALG00000021009,FOXL2
ENSGALG00000021017,DUSP15
ENSGALG00000021020,GNRHR
ENSGALG00000021021,ARL4C
ENSGALG00000021024,
ENSGALG00000021025,
ENSGALG00000021026,
ENSGALG00000021027,PDCD7
ENSGALG00000021028,
ENSGALG00000021031,CXCR7
ENSGALG00000021034,SFI1
ENSGALG00000021038,
ENSGALG00000021039,HKDC1
ENSGALG00000021040,HAGHL
ENSGALG00000021041,SCYL3
ENSGALG00000021043,
ENSGALG00000021047,KIFAP3
ENSGALG00000021049,C20orf195
ENSGALG00000021057,KCNE4
ENSGALG00000021066,FMO4
ENSGALG00000021074,MYOC
ENSGALG00000021079,RGS19
ENSGALG00000021087,
ENSGALG00000021092,
ENSGALG00000021101,
ENSGALG00000021104,SLC22A4
ENSGALG00000021106,
ENSGALG00000021113,IL-3
ENSGALG00000021117,RNF7
ENSGALG00000021121,
ENSGALG00000021126,
ENSGALG00000021128,FSCN1
ENSGALG00000021135,HAPLN3
ENSGALG00000021136,VPREB3
ENSGALG00000021139,
ENSGALG00000021142,
ENSGALG00000021143,RGS18
ENSGALG00000021144,
ENSGALG00000021157,
ENSGALG00000021158,SLC7A9
ENSGALG00000021163,
ENSGALG00000021171,
ENSGALG00000021174,
ENSGALG00000021180,
ENSGALG00000021181,TXNDC15
ENSGALG00000021183,C15orf26
ENSGALG00000021193,STARD5
ENSGALG00000021198,HAUS3
ENSGALG00000021211,PRF1
ENSGALG00000021212,C16orf93
ENSGALG00000021213,UBE2D1
ENSGALG00000021220,PPP1R3D
ENSGALG00000021225,
ENSGALG00000021226,
ENSGALG00000021230,EPB42
ENSGALG00000021231,C10ORF57
ENSGALG00000021232,TGM6
ENSGALG00000021235,NPY6R
ENSGALG00000021238,
ENSGALG00000021240,
ENSGALG00000021242,PHPT1
ENSGALG00000021244,
ENSGALG00000021247,CNEP1R1
ENSGALG00000021251,DDX6
ENSGALG00000021253,ITGB1BP3
ENSGALG00000021260,
ENSGALG00000021261,
ENSGALG00000021262,GHITM
ENSGALG00000021271,MPZL3
ENSGALG00000021272,SCN2B
ENSGALG00000021273,TMPRSS13
ENSGALG00000021274,
ENSGALG00000021275,LTC4S
ENSGALG00000021282,
ENSGALG00000021283,
ENSGALG00000021285,UNG
ENSGALG00000021286,
ENSGALG00000021295,
ENSGALG00000021301,
ENSGALG00000021303,NPY7R
ENSGALG00000021304,RANBP3L
ENSGALG00000021313,PDGFRB
ENSGALG00000021314,PLA2G10
ENSGALG00000021316,SLC12A4
ENSGALG00000021318,
ENSGALG00000021321,
ENSGALG00000021324,
ENSGALG00000021325,RIPK3
ENSGALG00000021327,CCDC153
ENSGALG00000021334,RNF26
ENSGALG00000021340,CA9
ENSGALG00000021341,
ENSGALG00000021344,
ENSGALG00000021345,B3GNT9
ENSGALG00000021346,
ENSGALG00000021350,
ENSGALG00000021353,
ENSGALG00000021355,
ENSGALG00000021357,
ENSGALG00000021362,GPRC5C
ENSGALG00000021364,FAM173A
ENSGALG00000021365,DCTN3
ENSGALG00000021375,
ENSGALG00000021378,UBAP1
ENSGALG00000021386,
ENSGALG00000021395,
ENSGALG00000021397,
ENSGALG00000021399,
ENSGALG00000021404,GCNT3
ENSGALG00000021405,
ENSGALG00000021416,SIGLEC15
ENSGALG00000021429,
ENSGALG00000021437,
ENSGALG00000021439,
ENSGALG00000021440,ACD
ENSGALG00000021442,RLTPR
ENSGALG00000021443,PANX3
ENSGALG00000021444,C11ORF61
ENSGALG00000021448,ROBO3
ENSGALG00000021450,
ENSGALG00000021451,
ENSGALG00000021452,
ENSGALG00000021455,ASIP
ENSGALG00000021457,
ENSGALG00000021461,MILR1
ENSGALG00000021471,IL17B
ENSGALG00000021472,
ENSGALG00000021473,FAM192A
ENSGALG00000021475,ADAR
ENSGALG00000021479,
ENSGALG00000021487,
ENSGALG00000021490,GPR97
ENSGALG00000021491,TRIP4
ENSGALG00000021494,
ENSGALG00000021496,
ENSGALG00000021511,CHD6
ENSGALG00000021512,
ENSGALG00000021517,
ENSGALG00000021520,TMEM8C
ENSGALG00000021525,
ENSGALG00000021526,PRR11
ENSGALG00000021529,GP1BB
ENSGALG00000021539,PRPSAP1
ENSGALG00000021541,SLC47A1
ENSGALG00000021542,SNCB
ENSGALG00000021552,RAP2B
ENSGALG00000021553,B3GALT4
ENSGALG00000021559,CD14
ENSGALG00000021561,
ENSGALG00000021567,EPHA8
ENSGALG00000021568,
ENSGALG00000021569,C1QA
ENSGALG00000021570,ZBTB6
ENSGALG00000021572,SSH2
ENSGALG00000021573,PIK3R5
ENSGALG00000021589,RTN4RL1
ENSGALG00000021592,TLCD2
ENSGALG00000021593,HEYL
ENSGALG00000021598,
ENSGALG00000021601,EPS15L1
ENSGALG00000021609,
ENSGALG00000021610,F2RL3
ENSGALG00000021611,RABGEF1
ENSGALG00000021615,
ENSGALG00000021616,MARCKSL1
ENSGALG00000021619,KXD1
ENSGALG00000021620,TMEM59L
ENSGALG00000021621,
ENSGALG00000021622,C1orf94
ENSGALG00000021626,
ENSGALG00000021627,IFI27L2
ENSGALG00000021631,AGO3
ENSGALG00000021634,MAP7D1
ENSGALG00000021636,
ENSGALG00000021637,WDR18
ENSGALG00000021644,
ENSGALG00000021645,C1orf109
ENSGALG00000021647,NRTN
ENSGALG00000021653,IFT22
ENSGALG00000021654,AP4B1
ENSGALG00000021655,BCL2L15
ENSGALG00000021656,PTPN22
ENSGALG00000021658,PAFAH2
ENSGALG00000021665,GTF2I
ENSGALG00000021666,TMEM240
ENSGALG00000021676,
ENSGALG00000021679,SF3A2
ENSGALG00000021682,
ENSGALG00000021683,RER1
ENSGALG00000021685,SERINC2
ENSGALG00000021686,
ENSGALG00000021688,CD320
ENSGALG00000021692,
ENSGALG00000021693,
ENSGALG00000021694,
ENSGALG00000021696,
ENSGALG00000021697,CEP85
ENSGALG00000021702,
ENSGALG00000021706,
ENSGALG00000021710,
ENSGALG00000021714,PADI1
ENSGALG00000021721,gga-mir-451
ENSGALG00000021723,gga-mir-489
ENSGALG00000021724,gga-mir-301b
ENSGALG00000021725,gga-mir-20b
ENSGALG00000021727,gga-mir-153
ENSGALG00000021728,gga-mir-455
ENSGALG00000021729,gga-mir-193b
ENSGALG00000021731,gga-mir-365b
ENSGALG00000021732,gga-mir-383
ENSGALG00000021733,gga-mir-21
ENSGALG00000021734,gga-mir-490
ENSGALG00000021736,gga-mir-367
ENSGALG00000021738,SNORD49
ENSGALG00000021743,SNORA22
ENSGALG00000021748,SNORD35
ENSGALG00000021750,SNORD58
ENSGALG00000021758,SNORD36
ENSGALG00000021762,SNORD58
ENSGALG00000021766,SNORD35
ENSGALG00000021770,gga-mir-449a
ENSGALG00000021771,gga-mir-302b
ENSGALG00000021773,gga-mir-302c
ENSGALG00000021774,gga-mir-499
ENSGALG00000021775,gga-mir-130c
ENSGALG00000021776,gga-mir-302d
ENSGALG00000021777,gga-mir-211
ENSGALG00000021778,gga-mir-429
ENSGALG00000021779,gga-mir-466
ENSGALG00000021782,gga-mir-146b
ENSGALG00000021783,gga-mir-375
ENSGALG00000021785,gga-mir-551
ENSGALG00000021786,gga-mir-460b
ENSGALG00000021788,gga-mir-757
ENSGALG00000021791,gga-mir-144
ENSGALG00000021798,gga-mir-460a
ENSGALG00000021802,gga-mir-456
ENSGALG00000021806,
ENSGALG00000021810,
ENSGALG00000021812,
ENSGALG00000021819,
ENSGALG00000021822,C17orf64
ENSGALG00000021824,
ENSGALG00000021830,ICE1
ENSGALG00000021835,
ENSGALG00000021836,
ENSGALG00000021837,
ENSGALG00000021838,
ENSGALG00000021842,SPINK4
ENSGALG00000021843,AUH
ENSGALG00000021848,
ENSGALG00000021854,
ENSGALG00000021855,CCDC39
ENSGALG00000021856,
ENSGALG00000021859,
ENSGALG00000021862,
ENSGALG00000021866,
ENSGALG00000021867,
ENSGALG00000021869,PODN
ENSGALG00000021872,
ENSGALG00000021874,
ENSGALG00000021875,
ENSGALG00000021879,
ENSGALG00000021882,
ENSGALG00000021883,C19orf44
ENSGALG00000021884,
ENSGALG00000021891,
ENSGALG00000021894,
ENSGALG00000021897,
ENSGALG00000021902,
ENSGALG00000021908,gga-mir-458a
ENSGALG00000021910,gga-mir-147
ENSGALG00000021938,SNORA72
ENSGALG00000021949,U6
ENSGALG00000021951,gga-mir-7b
ENSGALG00000021952,gga-mir-10a
ENSGALG00000021972,
ENSGALG00000021985,
ENSGALG00000021994,
ENSGALG00000022001,CAMKV
ENSGALG00000022008,
ENSGALG00000022019,
ENSGALG00000022026,
ENSGALG00000022030,PGAP3
ENSGALG00000022059,
ENSGALG00000022080,
ENSGALG00000022110,
ENSGALG00000022113,
ENSGALG00000022133,
ENSGALG00000022134,DGUOK
ENSGALG00000022137,CRP
ENSGALG00000022145,CDCA8
ENSGALG00000022149,
ENSGALG00000022153,
ENSGALG00000022155,
ENSGALG00000022166,PNKD
ENSGALG00000022172,
ENSGALG00000022174,
ENSGALG00000022191,PFKFB1
ENSGALG00000022193,MRPS12
ENSGALG00000022202,
ENSGALG00000022206,
ENSGALG00000022209,
ENSGALG00000022210,
ENSGALG00000022214,LRRC46
ENSGALG00000022234,
ENSGALG00000022237,
ENSGALG00000022247,
ENSGALG00000022250,
ENSGALG00000022253,
ENSGALG00000022277,
ENSGALG00000022278,
ENSGALG00000022280,
ENSGALG00000022290,
ENSGALG00000022293,PSMD3
ENSGALG00000022295,
ENSGALG00000022304,
ENSGALG00000022316,
ENSGALG00000022324,
ENSGALG00000022335,
ENSGALG00000022337,DBNL
ENSGALG00000022338,
ENSGALG00000022369,TMEM216
ENSGALG00000022373,
ENSGALG00000022404,
ENSGALG00000022430,
ENSGALG00000022438,
ENSGALG00000022440,EVA1B
ENSGALG00000022449,
ENSGALG00000022456,
ENSGALG00000022490,ARPC1B
ENSGALG00000022512,RPS6KB2
ENSGALG00000022531,
ENSGALG00000022536,GPR142
ENSGALG00000022539,ATP5B
ENSGALG00000022557,CLDN3
ENSGALG00000022565,IDH2
ENSGALG00000022570,
ENSGALG00000022582,
ENSGALG00000022586,HPX
ENSGALG00000022603,IGSF9
ENSGALG00000022611,
ENSGALG00000022613,
ENSGALG00000022619,ZNF541
ENSGALG00000022622,HOXA4
ENSGALG00000022629,
ENSGALG00000022634,
ENSGALG00000022635,
ENSGALG00000022641,RPP14
ENSGALG00000022644,CCDC36
ENSGALG00000022647,
ENSGALG00000022648,DNAJB8
ENSGALG00000022661,
ENSGALG00000022662,
ENSGALG00000022674,HINTW
ENSGALG00000022679,WPKCI
ENSGALG00000022683,HINTW
ENSGALG00000022685,
ENSGALG00000022690,
ENSGALG00000022693,TPBGL
ENSGALG00000022694,
ENSGALG00000022696,KCNE3
ENSGALG00000022702,CHRNA10
ENSGALG00000022703,HBE1
ENSGALG00000022704,CNGA4
ENSGALG00000022706,TPP1
ENSGALG00000022707,
ENSGALG00000022713,FAM181B
ENSGALG00000022715,
ENSGALG00000022718,FUT4
ENSGALG00000022720,
ENSGALG00000022726,PDX1
ENSGALG00000022733,ARL11
ENSGALG00000022738,ERICH6B
ENSGALG00000022739,AKAP11
ENSGALG00000022749,
ENSGALG00000022750,GPR18
ENSGALG00000022751,
ENSGALG00000022758,GGACT
ENSGALG00000022762,
ENSGALG00000022770,
ENSGALG00000022787,
ENSGALG00000022788,NIPAL2
ENSGALG00000022789,CPQ
ENSGALG00000022790,FAM82B
ENSGALG00000022791,
ENSGALG00000022792,
ENSGALG00000022798,IL7
ENSGALG00000022800,KCNB2
ENSGALG00000022801,XKR9
ENSGALG00000022802,
ENSGALG00000022804,
ENSGALG00000022808,RRP1B
ENSGALG00000022809,PRDM14
ENSGALG00000022810,
ENSGALG00000022812,
ENSGALG00000022813,NDUFV3
ENSGALG00000022815,GAL1
ENSGALG00000022817,GAL7
ENSGALG00000022819,PCP4
ENSGALG00000022827,SDR16C5
ENSGALG00000022832,
ENSGALG00000022838,GAREML
ENSGALG00000022850,TMEM214
ENSGALG00000022857,
ENSGALG00000022866,ZNF654
ENSGALG00000022871,HHLA2
ENSGALG00000022874,RAB31
ENSGALG00000022875,
ENSGALG00000022882,ZADH2
ENSGALG00000022884,
ENSGALG00000022887,KBTBD11
ENSGALG00000022891,B4GALT3
ENSGALG00000022892,
ENSGALG00000022896,IRX4
ENSGALG00000022901,
ENSGALG00000022907,
ENSGALG00000022909,PTPN3
ENSGALG00000022920,SMYD5
ENSGALG00000022926,GPR162
ENSGALG00000022935,FOXI3
ENSGALG00000022938,ZNF622
ENSGALG00000022939,
ENSGALG00000022940,FOXC2
ENSGALG00000022942,
ENSGALG00000022947,
ENSGALG00000022950,MRPL35
ENSGALG00000022952,RNF212
ENSGALG00000022955,VAMP1
ENSGALG00000022956,
ENSGALG00000022958,
ENSGALG00000022962,OVST
ENSGALG00000022964,
ENSGALG00000022967,
ENSGALG00000022974,CCDC96
ENSGALG00000022976,OFCC1
ENSGALG00000022980,CDKN1B
ENSGALG00000022985,PPAR
ENSGALG00000022991,C4H4ORF52
ENSGALG00000022994,SIX1
ENSGALG00000023008,
ENSGALG00000023012,
ENSGALG00000023014,PPP1R36
ENSGALG00000023015,TMEM244
ENSGALG00000023019,
ENSGALG00000023023,
ENSGALG00000023024,MPLKIP
ENSGALG00000023025,ZBTB42
ENSGALG00000023027,
ENSGALG00000023030,
ENSGALG00000023032,GRXCR1
ENSGALG00000023035,FANCD2OS
ENSGALG00000023036,FRMPD1
ENSGALG00000023042,CCDC112
ENSGALG00000023044,
ENSGALG00000023046,
ENSGALG00000023047,
ENSGALG00000023054,
ENSGALG00000023058,
ENSGALG00000023061,HEMGN
ENSGALG00000023066,DNAJA1
ENSGALG00000023068,
ENSGALG00000023069,MYRIP
ENSGALG00000023070,SERPINA1
ENSGALG00000023073,AKAP12
ENSGALG00000023083,KIAA1958
ENSGALG00000023084,
ENSGALG00000023089,SSBP2
ENSGALG00000023094,
ENSGALG00000023099,ZDHHC22
ENSGALG00000023100,
ENSGALG00000023113,PROX2
ENSGALG00000023114,TAL2
ENSGALG00000023119,
ENSGALG00000023120,SULT1B1
ENSGALG00000023122,
ENSGALG00000023126,
ENSGALG00000023129,HOXA13
ENSGALG00000023130,HOXA11
ENSGALG00000023131,PDXP
ENSGALG00000023132,
ENSGALG00000023135,SRP54
ENSGALG00000023142,EP3
ENSGALG00000023146,CBX7
ENSGALG00000023157,REEP5
ENSGALG00000023164,SOWAHB
ENSGALG00000023172,LRP5L
ENSGALG00000023179,
ENSGALG00000023180,
ENSGALG00000023188,NANP
ENSGALG00000023189,RPA3OS
ENSGALG00000023190,
ENSGALG00000023191,MRPS18C
ENSGALG00000023192,
ENSGALG00000023193,SOCS1B
ENSGALG00000023195,DLX6
ENSGALG00000023199,HNRNPDL
ENSGALG00000023237,RCCD1
ENSGALG00000023241,
ENSGALG00000023243,
ENSGALG00000023245,
ENSGALG00000023246,GDPGP1
ENSGALG00000023256,RNF8
ENSGALG00000023265,
ENSGALG00000023266,INPP5J
ENSGALG00000023269,
ENSGALG00000023271,
ENSGALG00000023273,VSIG10
ENSGALG00000023279,EPN3
ENSGALG00000023294,RPLP0
ENSGALG00000023296,SCL
ENSGALG00000023297,
ENSGALG00000023298,
ENSGALG00000023303,SIX2
ENSGALG00000023305,
ENSGALG00000023308,NPB
ENSGALG00000023314,
ENSGALG00000023335,RCHY1
ENSGALG00000023338,CBX2
ENSGALG00000023340,
ENSGALG00000023347,
ENSGALG00000023348,HPDL
ENSGALG00000023351,
ENSGALG00000023353,
ENSGALG00000023354,FSCN2
ENSGALG00000023355,TMEM154
ENSGALG00000023356,
ENSGALG00000023357,TMEM252
ENSGALG00000023359,BTBD17
ENSGALG00000023364,CDC42EP4
ENSGALG00000023375,
ENSGALG00000023378,
ENSGALG00000023379,F2RL2
ENSGALG00000023393,
ENSGALG00000023395,PLIN1
ENSGALG00000023396,ASPHD2
ENSGALG00000023401,ZRANB1
ENSGALG00000023406,NKX1-2
ENSGALG00000023407,ZBTB34
ENSGALG00000023409,
ENSGALG00000023411,CD180
ENSGALG00000023414,HMX2
ENSGALG00000023415,HMX3
ENSGALG00000023419,HOXD4
ENSGALG00000023420,
ENSGALG00000023421,CUZD1
ENSGALG00000023424,
ENSGALG00000023430,EN2
ENSGALG00000023435,GATM
ENSGALG00000023436,HDC
ENSGALG00000023437,NQO1
ENSGALG00000023439,DFNB59
ENSGALG00000023440,GABPB1
ENSGALG00000023441,RTN4RL2
ENSGALG00000023443,SMIM15
ENSGALG00000023444,
ENSGALG00000023447,
ENSGALG00000023448,
ENSGALG00000023451,TRPM7
ENSGALG00000023453,C4orf45
ENSGALG00000023454,C9orf152
ENSGALG00000023459,MC1R
ENSGALG00000023460,
ENSGALG00000023463,
ENSGALG00000023464,
ENSGALG00000023468,VPS9D1
ENSGALG00000023472,
ENSGALG00000023475,
ENSGALG00000023480,FBXO39
ENSGALG00000023485,
ENSGALG00000023490,C1ORF146
ENSGALG00000023497,
ENSGALG00000023503,CCDC152
ENSGALG00000023506,NINL
ENSGALG00000023510,ERP29
ENSGALG00000023516,PHRF1
ENSGALG00000023517,AGPAT2
ENSGALG00000023521,ADRA2A
ENSGALG00000023523,
ENSGALG00000023526,
ENSGALG00000023531,LEKR1
ENSGALG00000023536,FZD7
ENSGALG00000023541,SPHK1
ENSGALG00000023542,ALPL
ENSGALG00000023546,
ENSGALG00000023547,PCIF1
ENSGALG00000023552,SPEF2
ENSGALG00000023554,PIGW
ENSGALG00000023557,
ENSGALG00000023562,TEX9
ENSGALG00000023565,
ENSGALG00000023571,TRIM59
ENSGALG00000023572,PRR33
ENSGALG00000023576,PIM3
ENSGALG00000023577,TBX2
ENSGALG00000023580,CLDN19
ENSGALG00000023581,
ENSGALG00000023584,FAM19A5
ENSGALG00000023587,
ENSGALG00000023589,
ENSGALG00000023590,KIAA1755
ENSGALG00000023595,
ENSGALG00000023601,
ENSGALG00000023603,
ENSGALG00000023607,ASCL2
ENSGALG00000023608,
ENSGALG00000023609,
ENSGALG00000023612,LZTS2
ENSGALG00000023616,LRRC31
ENSGALG00000023621,SFXN3
ENSGALG00000023622,AVD
ENSGALG00000023625,
ENSGALG00000023626,NTN1
ENSGALG00000023632,
ENSGALG00000023636,REM1
ENSGALG00000023638,
ENSGALG00000023640,RSPO4
ENSGALG00000023643,
ENSGALG00000023646,
ENSGALG00000023647,GBX-1
ENSGALG00000023648,PPP3R1
ENSGALG00000023649,LCOR
ENSGALG00000023650,NUDT19
ENSGALG00000023653,MIIP
ENSGALG00000023655,
ENSGALG00000023660,SEPT12
ENSGALG00000023661,DUS4L
ENSGALG00000023667,
ENSGALG00000023670,NAALADL2
ENSGALG00000023673,POP4
ENSGALG00000023682,GTF2H3
ENSGALG00000023683,TCTN2
ENSGALG00000023684,R3HCC1L
ENSGALG00000023685,
ENSGALG00000023686,ZSWIM7
ENSGALG00000023689,ASS1
ENSGALG00000023691,ENTPD7
ENSGALG00000023692,
ENSGALG00000023693,
ENSGALG00000023694,
ENSGALG00000023695,
ENSGALG00000023699,
ENSGALG00000023702,
ENSGALG00000023703,GIT1
ENSGALG00000023704,
ENSGALG00000023707,
ENSGALG00000023708,UBXN10
ENSGALG00000023709,
ENSGALG00000023717,
ENSGALG00000023718,CTIF
ENSGALG00000023719,
ENSGALG00000023723,PQLC2
ENSGALG00000023724,SNX20
ENSGALG00000023725,IER5
ENSGALG00000023728,
ENSGALG00000023729,
ENSGALG00000023731,
ENSGALG00000023735,
ENSGALG00000023738,IRX6
ENSGALG00000023740,HBZ
ENSGALG00000023742,
ENSGALG00000023749,DARS2
ENSGALG00000023751,CYP26C1
ENSGALG00000023757,TMEM199
ENSGALG00000023760,CHIA
ENSGALG00000023761,
ENSGALG00000023763,PIFO
ENSGALG00000023768,EPHA2
ENSGALG00000023772,HSPB7
ENSGALG00000023773,
ENSGALG00000023774,GRXCR2
ENSGALG00000023776,FAM131A
ENSGALG00000023779,TMEM82
ENSGALG00000023780,TREML2
ENSGALG00000023781,TREM-A1
ENSGALG00000023784,
ENSGALG00000023786,PLEKHH3
ENSGALG00000023787,
